,gini,rf_imp,mean_log2FC,gini_n,rf_imp_n,score
ILMN_1736567,0.17212530133264564,7.247233053684668e-05,-0.674265334060173,0.6122542333465745,0.004947158795293605,0.30860069607093404
ILMN_1700328,0.17317459547353997,0.0,-0.748655576322604,0.6166654980528045,0.0,0.30833274902640223
ILMN_1667840,0.16136508404713965,0.0007170462765093166,-0.544545935143622,0.5670179503130457,0.04894753304037935,0.3079827416767125
ILMN_1687171,0.17246463520400643,0.0,-0.9410214553188007,0.6136808033349348,0.0,0.3068404016674674
ILMN_1662312,0.1558135969193174,0.001021092624574131,-0.6298419766601734,0.5436793283960489,0.06970256539360267,0.3066909468948258
ILMN_1751276,0.16854702460095794,0.00022869318181818174,-0.89150319065477,0.5972110483706585,0.015611219861078923,0.30641113411586873
ILMN_1701483,0.1459137052313916,0.0016224172048674946,-1.3363437556961333,0.5020598805249058,0.11075062006754564,0.30640525029622573
ILMN_1902594,0.1721978940516918,0.0,-0.688703407639829,0.6125594153608233,0.0,0.30627970768041163
ILMN_1793435,0.1721207235148689,0.0,-1.19170850845935,0.6122349880604311,0.0,0.30611749403021554
ILMN_3296943,0.11534196761996413,0.0034753689383352493,0.6334023320569884,0.3735353592515164,0.23723815534583903,0.3053867572986777
ILMN_1777261,0.17174917384506586,0.0,-0.8172343851819471,0.61067298186871,0.0,0.305336490934355
ILMN_2368773,0.17133635941242126,0.0,-0.8056528480305003,0.6089374973501407,0.0,0.30446874867507034
ILMN_1766165,0.1700805701708731,6.922054215348066e-05,-0.906359904377496,0.6036581209162046,0.00472518285796641,0.3041916518870855
ILMN_1711122,0.16970698253478003,9.057971014492752e-05,-0.8156502740213846,0.6020875470517811,0.006183217876383767,0.30413538246408245
ILMN_1775327,0.1711422522523035,0.0,-1.1358581087504818,0.6081214649038676,0.0,0.3040607324519338
ILMN_1779677,0.17108793421622656,0.0,0.9834723542683504,0.6078931102165407,0.0,0.30394655510827034
ILMN_1680480,0.1709425457944009,0.0,-0.7100326169968767,0.6072818928382111,0.0,0.30364094641910555
ILMN_1814611,0.16955002898502614,8.199643493761139e-05,0.5660191061710823,0.6014277095214231,0.00559730011825799,0.30351250481984055
ILMN_1685496,0.17081868248260773,0.0,-1.3050702101365201,0.6067611676817318,0.0,0.3033805838408659
ILMN_1798587,0.17080274500631865,0.0,-0.8195568647203902,0.6066941660432775,0.0,0.30334708302163876
ILMN_1814770,0.16902551331733948,0.0001051418377621585,-0.9746690511815528,0.5992226295895379,0.007177268394507297,0.30319994899202257
ILMN_1685582,0.17072249555562866,0.0,-1.094044169971183,0.6063567948946867,0.0,0.3031783974473434
ILMN_2320164,0.16724330911288388,0.00021142818156682345,-0.4237909835046087,0.5917301885284364,0.014432663890661666,0.30308142620954903
ILMN_1761464,0.1614218818862187,0.0005599143799748639,-0.809549552025421,0.5672567301681453,0.038221281542694226,0.30273900585541974
ILMN_2287888,0.16738463002513257,0.0001886678871859539,0.8120515471675613,0.5923243059719242,0.012878984166335119,0.3026016450691297
ILMN_1877738,0.17033587324533167,0.0,-0.703333466289334,0.6047314228606825,0.0,0.30236571143034124
ILMN_2327994,0.17025475925654399,0.0,-0.6255824175922323,0.6043904171674498,0.0,0.3021952085837249
ILMN_2361163,0.16997662287221968,0.0,-1.2814277193485368,0.6032211232889549,0.0,0.30161056164447747
ILMN_1675210,0.16973374222203066,0.0,0.8240419910594873,0.6022000455965818,0.0,0.3011000227982909
ILMN_3229909,0.16602868476759566,0.00022687815656565656,-0.6990969515098393,0.5866238705791806,0.015487321290752904,0.3010555959349668
ILMN_1751266,0.16968763448535265,0.0,-0.8507448523606632,0.602006207259394,0.0,0.301003103629697
ILMN_3236358,0.16955767973215585,0.0,0.8867789554746089,0.6014598734966845,0.0,0.30072993674834225
ILMN_1716089,0.09662622692011077,0.00447068950304106,0.516619433796952,0.2948538121213195,0.3051814496948108,0.30001763090806516
ILMN_1668460,0.15095339180557382,0.001113141054421648,-0.6209709751340647,0.5232468772389095,0.07598604207966818,0.29961645965928885
